id_paczkomat,miejscowosc,klasa_miejscowosci
GDA10M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA10N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA110M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA111M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA112M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA113M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA114M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA115M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA116M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA117M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA118M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA119M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA11A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA11B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA11M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA11N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA120M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA121M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA122M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA123M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA124M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA125M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA126M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA127M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA128M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA129M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA12A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA12M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA12N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA130M,GDANSK,wieś
GDA131M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA132M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA133M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA134M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA135M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA136M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA137M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA138M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA139M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA13A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA13B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA13M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA13N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA140M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA141M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA142M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA143M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA144M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA145M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA146M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA147M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA148M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA149M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA14A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA14B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA14N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA150M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA151M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA152M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA153M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA154M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA155M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA156M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA157M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA158M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA159M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA15A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA15B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA15M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA15N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA160M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA161M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA162M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA163M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA164M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA165M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA166M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA167M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA168M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA169M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA16B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA16M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA16N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA170M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA171M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA172M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA173M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA174M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA175M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA176M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA177M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA178M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA179M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA17A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA17B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA17M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA17N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA180M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA181M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA182M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA183M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA184M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA185M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA186M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA187M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA188M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA189M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA18A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA18B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA18M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA18N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA190M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA191M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA192M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA193M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA194M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA195M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA196M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA197M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA198M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA199M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA19B,GDANSK,wieś
GDA19M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA19N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA200M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA201M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA202M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA203M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA20A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA20B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA20M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA20N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA21A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA21B,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA21N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA22A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA22N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA23A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA23M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA23N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA24A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA24M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA24N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA25M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA25N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA26A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA26M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA26N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA27A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA27M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA27N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA28M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA28N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA29A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA29M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA29N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA30A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA30M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA30N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA31A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA31M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA31N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA32A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA32M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA32N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA33A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA33M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA33N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA34A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA34N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA35A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA35M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA35N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA36A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA36M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA36N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA37A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA37M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA37N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA38A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA38M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA38N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA395,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA39A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA39M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA39N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA409,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA40A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA40M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA40N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA41A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA41M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA41N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA42A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA42M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA42N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA437,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA43A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA43M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA43N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA44A,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA44M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA44N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA455,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA45M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA45N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA464,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA46M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA46N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA47M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA47N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA48M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA48N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA49M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA49N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA50M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA50N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA51M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA51N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA52M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA52N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA53M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA53N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA54M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA54N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA55M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA55N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA56M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA56N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA57M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA57N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA58M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA58N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA59M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA59N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA60M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA60N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA61M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA61N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA62M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA62N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA63M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA63N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA64M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA64N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA65M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA65N,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA66M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA67M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA68M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA69M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA70M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA71M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA72M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA73M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA74M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA75M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA76M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA77M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA78M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA79M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA80M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA81M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA82M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA836,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA83M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA84M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA85M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA86M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA87M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA88M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA89M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA90M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA913,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA91M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA925,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA92M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA93M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA94M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA954,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA95M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA960,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA963,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA96M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA97M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA98M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDA99M,GDANSK,miasto 200 - 500 tys. mieszkańców
GDB017,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDB01M,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDB01N,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDB02M,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDB02N,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDB03M,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDB04M,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDB05M,GOLUB-DOBRZYN,miasto do 20 tys. mieszkańców
GDC01M,GADZOWICE,wieś
GDE01C,GIDLE,wieś
GDG01M,GRODZISKO GÓRNE,wieś
GDI01M,GADKI,wieś
GDJ01M,GARDEJA,wieś
GDJ02M,GARDEJA,wieś
GDK01M,GROMADKA,wieś
GDK01N,GROMADKA,wieś
GDL01M,GOWIDLINO,wieś
GDN01M,GRODZISKO DOLNE,wieś
GDN02M,GRODZISKO DOLNE,wieś
GDO01C,GODÓW,wieś
GDO01M,GODÓW,wieś
GDS01G,GODZISZKA,wieś
GDS01M,GODZISZKA,wieś
GDU01A,GARLICA DUCHOWNA,wieś
GDV01M,GODOWA,wieś
GDW003,GDÓW,wieś
GDW01APP,GDÓW,wieś
GDW01M,GDÓW,wieś
GDW01N,GDÓW,wieś
GDW02M,GDÓW,wieś
GDX01M,GODZIESZÓW,wieś
GDY014,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01APP,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01E,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01H,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01HO,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01L,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY01N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY028,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY02B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY02H,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY02HO,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY02M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY02N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY03A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY03HO,GDYNIA,wieś
GDY03L,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY03M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY03N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY04A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY04B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY04M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY04N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY05A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY05B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY05L,GDYNIA,wieś
GDY05ML,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY05N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY06A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY06B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY06M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY06N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY07A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY07B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY07M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY07N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY08A,KOSAKOWO,wieś
GDY08B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY08M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY08N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY09A,GDYNIA,wieś
GDY09M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY09N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY100M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY101M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY102M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY103M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY104M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY105M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY106M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY107M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY108M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY109M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY10A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY10B,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY10M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY10N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY11A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY11M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY11N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY12A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY12M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY12N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY13A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY13M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY13N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY14A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY14M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY14N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY15A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY15M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY15N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY16A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY16N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY17A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY17N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY18A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY18N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY19A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY19M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY19N,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY20A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY20M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY21A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY21M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY22A,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY22M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY23M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY24M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY25M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY26M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY279,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY27M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY28M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY29M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY30M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY31M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY32M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY33M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY34M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY35M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY36M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY37M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY38M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY39M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY40M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY41M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY42M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY43M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY444,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY44M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY45M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY46M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY47M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY48M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY49M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY50M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY51M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY52M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY53M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY54M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY55M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY56M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY57M,GDYNIA,miasto 200 - 500 tys. mieszkańców
GDY58M,GDYNIA,miasto 200 - 500 tys. mieszkańców
